airline,flight,source_city,departure_time,stops,arrival_time,destination_city,duration,days_left,price
0,859,2,2,2,5,5,130.0,4,22152
0,820,2,4,2,4,5,135.0,4,22152
0,791,2,2,2,5,5,135.0,4,22152
0,723,2,2,1,5,5,225.0,4,22152
0,742,2,0,1,0,5,1610.0,4,29622
0,733,2,0,1,0,5,1475.0,4,29776
0,758,2,2,1,5,5,1485.0,4,31462
0,710,2,1,1,0,5,480.0,4,32646
0,864,2,2,1,0,5,1235.0,4,32646
5,1559,2,4,2,0,5,135.0,4,34472
0,726,2,1,1,0,5,530.0,4,35532
5,1431,2,2,1,4,5,1100.0,4,36577
5,1442,2,0,1,4,5,1310.0,4,36577
5,1549,2,4,2,4,5,140.0,4,36712
5,1546,2,2,2,5,5,140.0,4,36712
5,1543,2,0,2,2,5,130.0,4,37048
5,1430,2,0,1,0,5,1600.0,4,37417
0,731,2,0,1,2,5,275.0,4,37256
0,736,2,2,1,2,5,1435.0,4,37900
0,737,2,1,1,2,5,655.0,4,39622
0,725,2,0,1,2,5,1555.0,4,39622
0,713,2,1,1,2,5,755.0,4,39859
0,732,2,2,1,2,5,1365.0,4,39859
0,711,2,2,1,2,5,1505.0,4,40447
5,1523,2,2,1,5,5,320.0,4,41281
5,1530,2,0,1,5,5,495.0,4,41281
5,1507,2,4,1,5,5,755.0,4,41281
5,1523,2,2,1,0,5,1250.0,4,41281
5,1530,2,0,1,0,5,1425.0,4,41281
0,766,2,2,1,5,5,400.0,4,41113
0,764,2,4,1,5,5,850.0,4,41113
0,772,2,4,1,5,5,945.0,4,41113
0,867,2,5,1,5,5,1590.0,4,41113
5,1431,2,2,1,5,5,265.0,4,42956
5,1442,2,0,1,5,5,475.0,4,42956
5,1439,2,0,1,2,5,300.0,4,44081
5,1533,2,4,2,4,5,125.0,4,44328
5,1541,2,4,2,0,5,140.0,4,44328
0,707,2,4,1,0,5,290.0,4,44025
0,715,2,4,1,0,5,1805.0,4,44622
5,1523,2,2,1,4,5,980.0,4,45156
5,1530,2,0,1,4,5,1155.0,4,45156
5,1507,2,4,1,4,5,1415.0,4,45156
5,1544,2,5,2,5,5,130.0,4,45336
0,877,2,4,1,3,5,795.0,4,47217
0,877,2,4,1,4,5,1285.0,4,47217
0,728,2,2,1,5,5,375.0,4,49896
0,752,2,0,1,5,5,535.0,4,49896
5,1554,2,2,2,5,5,130.0,4,50264
0,715,2,4,1,2,5,435.0,4,50969
0,721,2,1,1,2,5,660.0,4,50969
0,762,2,5,1,4,5,685.0,4,50969
0,759,2,2,1,4,5,950.0,4,50969
0,762,2,5,1,2,5,1295.0,4,50969
0,759,2,2,1,2,5,1560.0,4,50969
5,1493,2,0,1,5,5,545.0,4,51384
5,1489,2,2,1,4,5,785.0,4,51384
5,1491,2,2,1,4,5,935.0,4,51384
5,1489,2,2,1,4,5,945.0,4,51384
5,1491,2,2,1,4,5,1095.0,4,51384
5,1489,2,2,1,0,5,1115.0,4,51384
5,1493,2,0,1,4,5,1170.0,4,51384
5,1491,2,2,1,0,5,1265.0,4,51384
5,1536,2,0,2,2,5,130.0,4,51496
5,1504,2,2,1,0,5,1205.0,4,51697
5,1464,2,2,1,4,5,745.0,4,53164
5,1460,2,4,1,5,5,765.0,4,53164
5,1470,2,4,1,5,5,825.0,4,53164
5,1468,2,2,1,4,5,880.0,4,53164
5,1464,2,2,1,4,5,935.0,4,53164
5,1468,2,2,1,4,5,1070.0,4,53164
5,1552,2,2,2,5,5,135.0,4,53288
0,744,2,0,1,5,5,455.0,4,53164
0,748,2,4,1,5,5,680.0,4,53164
0,746,2,5,1,4,5,680.0,4,53164
0,857,2,1,1,5,5,895.0,4,53164
0,861,2,2,1,4,5,915.0,4,53164
0,744,2,0,1,4,5,1145.0,4,53164
0,748,2,4,1,4,5,1370.0,4,53164
0,857,2,1,1,4,5,1585.0,4,53164
5,1484,2,1,1,5,5,930.0,4,55696
5,1464,2,2,1,4,5,865.0,4,58876
5,1468,2,2,1,4,5,1000.0,4,58876
5,1448,2,0,1,5,5,455.0,4,59033
0,839,2,5,1,2,5,1295.0,4,59033
0,839,2,5,1,5,5,1430.0,4,59033
0,841,2,2,1,2,5,1495.0,4,59033
0,841,2,2,1,5,5,1630.0,4,59033
5,1484,2,1,1,0,5,420.0,4,59571
5,1472,2,2,1,5,5,345.0,4,60601
5,1472,2,2,1,4,5,970.0,4,60601
5,1443,2,2,1,5,5,360.0,4,60713
5,1460,2,4,1,5,5,670.0,4,64924
5,1470,2,4,1,5,5,730.0,4,64924
5,1474,2,0,1,5,5,455.0,4,71056
5,1474,2,0,1,4,5,1080.0,4,71056
5,1441,2,1,1,0,5,330.0,4,76953
5,1441,2,1,1,5,5,770.0,4,76953
5,1441,2,1,1,5,5,960.0,4,76953
5,1487,2,1,1,5,5,925.0,4,80470
5,1474,2,0,1,5,5,360.0,4,82816
5,1543,2,0,2,2,5,130.0,5,22152
0,873,2,2,2,2,5,120.0,5,22152
0,878,2,1,2,4,5,125.0,5,22152
0,812,2,1,2,4,5,130.0,5,22152
0,820,2,4,2,4,5,135.0,5,22152
0,798,2,0,1,2,5,210.0,5,22152
0,723,2,2,1,5,5,225.0,5,22152
5,1533,2,4,2,4,5,125.0,5,28872
5,1440,2,0,1,0,5,1535.0,5,29837
0,735,2,4,1,5,5,885.0,5,29776
0,719,2,1,1,5,5,1050.0,5,29776
0,706,2,0,1,2,5,380.0,5,29777
0,758,2,2,1,5,5,1485.0,5,31462
0,710,2,1,1,0,5,480.0,5,32646
0,864,2,2,1,0,5,1235.0,5,32646
5,1553,2,5,2,5,5,120.0,5,34472
5,1551,2,1,2,1,5,130.0,5,34472
5,1557,2,0,2,0,5,130.0,5,34472
5,1536,2,0,2,2,5,130.0,5,34472
0,734,2,5,1,0,5,1065.0,5,35532
5,1431,2,2,1,5,5,265.0,5,36577
5,1442,2,0,1,5,5,475.0,5,36577
5,1431,2,2,1,4,5,1100.0,5,36577
5,1442,2,0,1,4,5,1310.0,5,36577
5,1539,2,1,2,4,5,135.0,5,36712
5,1549,2,4,2,4,5,140.0,5,36712
5,1544,2,5,2,5,5,130.0,5,37048
0,791,2,2,2,5,5,135.0,5,36995
5,1430,2,0,1,0,5,1600.0,5,37417
0,731,2,0,1,2,5,275.0,5,37256
0,725,2,0,1,2,5,1555.0,5,39622
0,874,2,4,1,2,5,385.0,5,39859
0,732,2,2,1,2,5,1365.0,5,39859
5,1484,2,1,1,0,5,420.0,5,41281
5,1516,2,5,1,4,5,805.0,5,41281
5,1523,2,2,1,4,5,980.0,5,41281
5,1516,2,5,1,0,5,1075.0,5,41281
5,1530,2,0,1,4,5,1155.0,5,41281
5,1523,2,2,1,0,5,1250.0,5,41281
5,1507,2,4,1,4,5,1415.0,5,41281
5,1530,2,0,1,0,5,1425.0,5,41281
5,1516,2,5,1,5,5,1585.0,5,41281
5,1484,2,1,1,4,5,1590.0,5,41281
0,766,2,2,1,5,5,400.0,5,41113
0,764,2,4,1,5,5,850.0,5,41113
0,772,2,4,1,5,5,945.0,5,41113
0,867,2,5,1,5,5,1590.0,5,41113
5,1559,2,4,2,0,5,135.0,5,42424
5,1439,2,0,1,2,5,300.0,5,44081
5,1541,2,4,2,0,5,140.0,5,44328
0,707,2,4,1,0,5,290.0,5,44025
5,1552,2,2,2,5,5,135.0,5,44664
5,1523,2,2,1,5,5,320.0,5,45156
5,1530,2,0,1,5,5,495.0,5,45156
5,1507,2,4,1,5,5,755.0,5,45156
5,1484,2,1,1,5,5,930.0,5,45156
5,1538,2,2,2,2,5,140.0,5,46568
5,1497,2,4,1,0,5,1655.0,5,47441
0,728,2,2,1,5,5,375.0,5,49896
0,752,2,0,1,5,5,515.0,5,49896
0,715,2,4,1,2,5,505.0,5,50969
0,762,2,5,1,4,5,685.0,5,50969
0,721,2,1,1,2,5,730.0,5,50969
0,759,2,2,1,4,5,950.0,5,50969
5,1487,2,1,1,0,5,440.0,5,51384
5,1493,2,0,1,5,5,545.0,5,51384
5,1489,2,2,1,4,5,785.0,5,51384
5,1466,2,1,1,4,5,330.0,5,53164
5,1472,2,2,1,5,5,345.0,5,53164
5,1474,2,0,1,5,5,360.0,5,53164
5,1474,2,0,1,5,5,390.0,5,53164
5,1472,2,2,1,5,5,440.0,5,53164
5,1474,2,0,1,5,5,455.0,5,53164
5,1474,2,0,1,5,5,550.0,5,53164
5,1460,2,4,1,5,5,670.0,5,53164
5,1462,2,5,1,4,5,695.0,5,53164
5,1460,2,4,1,5,5,700.0,5,53164
5,1464,2,2,1,4,5,745.0,5,53164
5,1460,2,4,1,5,5,765.0,5,53164
5,1462,2,5,1,4,5,815.0,5,53164
5,1546,2,2,2,5,5,140.0,5,53288
0,746,2,5,1,4,5,680.0,5,53164
0,748,2,4,1,5,5,695.0,5,53164
0,857,2,1,1,5,5,895.0,5,53164
0,861,2,2,1,4,5,915.0,5,53164
0,748,2,4,1,4,5,1385.0,5,53164
0,857,2,1,1,4,5,1585.0,5,53164
0,762,2,5,1,2,5,1225.0,5,57625
0,759,2,2,1,2,5,1490.0,5,57625
5,1554,2,2,2,5,5,130.0,5,58216
5,1448,2,0,1,5,5,455.0,5,59033
0,844,2,0,1,5,5,475.0,5,59033
0,704,2,1,1,2,5,660.0,5,59033
0,704,2,1,1,5,5,795.0,5,59033
0,839,2,5,1,5,5,1430.0,5,59033
0,841,2,2,1,5,5,1630.0,5,59033
5,1468,2,2,1,5,5,350.0,5,60601
5,1470,2,4,1,5,5,730.0,5,60601
5,1470,2,4,1,5,5,760.0,5,60601
5,1470,2,4,1,5,5,825.0,5,60601
5,1443,2,2,1,5,5,360.0,5,60713
0,715,2,4,1,0,5,1805.0,5,61139
5,1441,2,1,1,0,5,330.0,5,76953
5,1441,2,1,1,5,5,770.0,5,76953
5,1544,2,5,2,5,5,130.0,6,22152
0,873,2,2,2,2,5,120.0,6,22152
0,878,2,1,2,4,5,125.0,6,22152
0,812,2,1,2,4,5,130.0,6,22152
0,859,2,2,2,5,5,130.0,6,22152
0,820,2,4,2,4,5,135.0,6,22152
0,791,2,2,2,5,5,135.0,6,22152
0,798,2,0,1,2,5,210.0,6,22152
0,723,2,2,1,5,5,225.0,6,22152
5,1541,2,4,2,0,5,140.0,6,28872
5,1440,2,0,1,0,5,1535.0,6,29837
0,742,2,0,1,0,5,1610.0,6,29622
5,1538,2,2,2,2,5,140.0,6,29992
5,1543,2,0,2,2,5,130.0,6,30104
0,758,2,2,1,5,5,1485.0,6,31462
0,710,2,1,1,0,5,480.0,6,32646
0,864,2,2,1,0,5,1235.0,6,32646
5,1553,2,5,2,5,5,120.0,6,34472
5,1551,2,1,2,1,5,130.0,6,34472
5,1557,2,0,2,0,5,130.0,6,34472
5,1536,2,0,2,2,5,130.0,6,34472
5,1559,2,4,2,0,5,135.0,6,34472
0,734,2,5,1,0,5,990.0,6,35532
5,1431,2,2,1,5,5,265.0,6,36577
5,1431,2,2,1,4,5,1100.0,6,36577
5,1539,2,1,2,4,5,135.0,6,36712
5,1549,2,4,2,4,5,140.0,6,36712
5,1546,2,2,2,5,5,140.0,6,36712
0,731,2,0,1,2,5,275.0,6,37256
0,725,2,0,1,2,5,1555.0,6,39622
0,874,2,4,1,2,5,385.0,6,39859
0,713,2,1,1,2,5,755.0,6,39859
0,732,2,2,1,2,5,1365.0,6,39859
0,711,2,2,1,2,5,1505.0,6,40447
5,1442,2,0,1,5,5,475.0,6,40945
5,1442,2,0,1,4,5,1310.0,6,40945
5,1523,2,2,1,5,5,320.0,6,41281
5,1484,2,1,1,0,5,420.0,6,41281
5,1530,2,0,1,5,5,495.0,6,41281
5,1507,2,4,1,5,5,755.0,6,41281
5,1516,2,5,1,4,5,805.0,6,41281
5,1484,2,1,1,5,5,930.0,6,41281
5,1523,2,2,1,4,5,980.0,6,41281
5,1516,2,5,1,0,5,1075.0,6,41281
5,1530,2,0,1,4,5,1155.0,6,41281
5,1523,2,2,1,0,5,1250.0,6,41281
5,1507,2,4,1,4,5,1415.0,6,41281
5,1530,2,0,1,0,5,1425.0,6,41281
5,1516,2,5,1,5,5,1585.0,6,41281
0,865,2,2,1,5,5,335.0,6,41113
0,766,2,2,1,5,5,400.0,6,41113
0,764,2,4,1,5,5,850.0,6,41113
0,772,2,4,1,5,5,945.0,6,41113
0,867,2,5,1,5,5,1590.0,6,41113
0,726,2,1,1,0,5,605.0,6,41132
5,1554,2,2,2,5,5,130.0,6,42312
5,1439,2,0,1,2,5,300.0,6,44081
5,1533,2,4,2,4,5,125.0,6,44328
0,707,2,4,1,0,5,290.0,6,44025
0,715,2,4,1,0,5,1805.0,6,44622
5,1430,2,0,1,0,5,1600.0,6,46601
0,877,2,4,1,3,5,795.0,6,47217
0,728,2,2,1,5,5,375.0,6,49896
0,752,2,0,1,5,5,535.0,6,49896
0,762,2,5,1,4,5,685.0,6,50969
0,759,2,2,1,4,5,950.0,6,50969
0,762,2,5,1,2,5,1225.0,6,50969
0,759,2,2,1,2,5,1490.0,6,50969
5,1487,2,1,1,0,5,440.0,6,51384
5,1493,2,0,1,5,5,545.0,6,51384
5,1489,2,2,1,4,5,785.0,6,51384
5,1472,2,2,1,5,5,345.0,6,53164
5,1474,2,0,1,5,5,360.0,6,53164
5,1474,2,0,1,5,5,390.0,6,53164
5,1472,2,2,1,5,5,440.0,6,53164
5,1474,2,0,1,5,5,455.0,6,53164
5,1474,2,0,1,5,5,550.0,6,53164
5,1460,2,4,1,5,5,670.0,6,53164
5,1462,2,5,1,4,5,695.0,6,53164
5,1460,2,4,1,5,5,700.0,6,53164
5,1464,2,2,1,4,5,745.0,6,53164
5,1460,2,4,1,5,5,765.0,6,53164
5,1462,2,5,1,4,5,815.0,6,53164
5,1460,2,4,1,5,5,860.0,6,53164
5,1552,2,2,2,5,5,135.0,6,53288
0,744,2,0,1,5,5,455.0,6,53164
0,748,2,4,1,5,5,680.0,6,53164
0,746,2,5,1,4,5,680.0,6,53164
0,857,2,1,1,5,5,895.0,6,53164
0,861,2,2,1,4,5,915.0,6,53164
0,744,2,0,1,4,5,1145.0,6,53164
0,748,2,4,1,4,5,1370.0,6,53164
0,857,2,1,1,4,5,1585.0,6,53164
0,715,2,4,1,2,5,435.0,6,57625
0,721,2,1,1,2,5,660.0,6,57625
5,1441,2,1,1,0,5,330.0,6,59033
5,1451,2,1,1,0,5,390.0,6,59033
5,1441,2,1,1,5,5,770.0,6,59033
5,1451,2,1,1,5,5,830.0,6,59033
0,704,2,1,1,5,5,795.0,6,59033
0,713,2,1,1,5,5,915.0,6,59033
0,839,2,5,1,2,5,1295.0,6,59033
0,839,2,5,1,5,5,1430.0,6,59033
0,841,2,2,1,2,5,1495.0,6,59033
0,841,2,2,1,5,5,1630.0,6,59033
5,1468,2,2,1,5,5,350.0,6,60601
5,1443,2,2,1,5,5,360.0,6,60713
5,1470,2,4,1,5,5,730.0,6,71056
5,1470,2,4,1,5,5,760.0,6,71056
5,1470,2,4,1,5,5,825.0,6,71056
5,1497,2,4,1,0,5,1655.0,6,82777
0,873,2,2,2,2,5,120.0,7,22152
0,878,2,1,2,4,5,125.0,7,22152
0,812,2,1,2,4,5,130.0,7,22152
0,871,2,4,2,0,5,130.0,7,22152
0,859,2,2,2,5,5,130.0,7,22152
0,820,2,4,2,4,5,135.0,7,22152
0,791,2,2,2,5,5,135.0,7,22152
0,798,2,0,1,2,5,210.0,7,22152
0,723,2,2,1,5,5,225.0,7,22152
5,1541,2,4,2,0,5,140.0,7,28872
5,1440,2,0,1,0,5,1535.0,7,29837
5,1538,2,2,2,2,5,140.0,7,29992
5,1543,2,0,2,2,5,130.0,7,30104
5,1544,2,5,2,5,5,130.0,7,30104
0,735,2,4,1,5,5,885.0,7,29776
0,719,2,1,1,5,5,1050.0,7,29776
0,706,2,0,1,2,5,380.0,7,29777
0,710,2,1,1,0,5,480.0,7,32646
0,864,2,2,1,0,5,1235.0,7,32646
5,1551,2,1,2,1,5,130.0,7,34472
5,1557,2,0,2,0,5,130.0,7,34472
5,1536,2,0,2,2,5,130.0,7,34472
5,1559,2,4,2,0,5,135.0,7,34472
0,726,2,1,1,0,5,530.0,7,35532
0,734,2,5,1,0,5,990.0,7,35532
5,1431,2,2,1,5,5,265.0,7,36577
5,1442,2,0,1,5,5,475.0,7,36577
5,1431,2,2,1,4,5,1100.0,7,36577
5,1442,2,0,1,4,5,1310.0,7,36577
5,1539,2,1,2,4,5,135.0,7,36712
5,1549,2,4,2,4,5,140.0,7,36712
5,1546,2,2,2,5,5,140.0,7,36712
5,1430,2,0,1,0,5,1600.0,7,37417
0,731,2,0,1,2,5,275.0,7,37256
0,736,2,2,1,2,5,1435.0,7,37900
0,737,2,1,1,2,5,655.0,7,39622
0,725,2,0,1,2,5,1555.0,7,39622
0,874,2,4,1,2,5,385.0,7,39859
0,732,2,2,1,2,5,1365.0,7,39859
0,711,2,2,1,2,5,1505.0,7,40447
5,1523,2,2,1,5,5,320.0,7,41281
5,1484,2,1,1,0,5,420.0,7,41281
5,1507,2,4,1,5,5,755.0,7,41281
5,1516,2,5,1,4,5,805.0,7,41281
5,1484,2,1,1,5,5,930.0,7,41281
5,1523,2,2,1,4,5,980.0,7,41281
5,1516,2,5,1,0,5,1075.0,7,41281
5,1523,2,2,1,0,5,1250.0,7,41281
5,1507,2,4,1,4,5,1415.0,7,41281
5,1484,2,1,1,4,5,1590.0,7,41281
0,766,2,2,1,5,5,400.0,7,41113
0,764,2,4,1,5,5,850.0,7,41113
0,772,2,4,1,5,5,945.0,7,41113
0,867,2,5,1,5,5,1590.0,7,41113
5,1554,2,2,2,5,5,130.0,7,42312
5,1553,2,5,2,5,5,120.0,7,42424
5,1439,2,0,1,2,5,300.0,7,44081
5,1533,2,4,2,4,5,125.0,7,44328
0,707,2,4,1,0,5,290.0,7,44025
